F1@10,F1@25,F1@50,Edit,Acc,Avg,Name
0,0,0,0.0,0.0,0.0,rgb-01-1
0,0,0,0.0,0.0,0.0,rgb-01-2
0,0,0,0.0,0.0,0.0,rgb-02-1
0,0,0,0.0,0.0,0.0,rgb-02-2
0,0,0,0.0,0.0,0.0,rgb-03-1
0,0,0,0.0,0.0,0.0,rgb-03-2
0,0,0,0.0,0.0,0.0,rgb-04-1
0,0,0,0.0,0.0,0.0,rgb-04-2
0,0,0,0.0,0.0,0.0,rgb-05-1
0,0,0,0.0,0.0,0.0,rgb-05-2
