F1@10,F1@25,F1@50,Edit,Acc,Avg,Name
0,0,0,0.0,0.0,0.0,S1_Cheese_C1
0,0,0,0.0,0.0,0.0,S1_CofHoney_C1
0,0,0,0.0,0.0,0.0,S1_Coffee_C1
0,0,0,0.0,0.0,0.0,S1_Hotdog_C1
0,0,0,0.0,0.0,0.0,S1_Pealate_C1
0,0,0,0.0,0.0,0.0,S1_Peanut_C1
0,0,0,0.0,0.0,0.0,S1_Tea_C1
